Entity,Code,Year,Oil per capita (kWh)
Morocco,MAR,2009,4047.179443359375
Morocco,MAR,2010,4443.189453125
Morocco,MAR,2011,4677.56689453125
Morocco,MAR,2012,4641.46533203125
Morocco,MAR,2013,4628.796875
Morocco,MAR,2014,4348.4951171875
Morocco,MAR,2015,4197.9248046875
Morocco,MAR,2016,4243.67919921875
Morocco,MAR,2017,4435.0322265625
Morocco,MAR,2018,4275.7294921875
Morocco,MAR,2019,4286.669921875
Morocco,MAR,2020,3694.542724609375
Morocco,MAR,2021,4071.7197265625
Netherlands,NLD,1965,24158.759765625
Netherlands,NLD,1966,25868.470703125
Netherlands,NLD,1967,26118.568359375
Netherlands,NLD,1968,27840.08984375
Netherlands,NLD,1969,30014.5625
Netherlands,NLD,1970,32997.48046875
Netherlands,NLD,1971,32232.37890625
Netherlands,NLD,1972,35568.24609375
Netherlands,NLD,1973,36327.890625
Netherlands,NLD,1974,30844.4296875
Netherlands,NLD,1975,30145.21875
Netherlands,NLD,1976,33655.09375
Netherlands,NLD,1977,32068.08984375
Netherlands,NLD,1978,32550.1875
Netherlands,NLD,1979,34860.74609375
Netherlands,NLD,1980,32418.869140625
Netherlands,NLD,1981,30010.912109375
Netherlands,NLD,1982,26097.392578125
Netherlands,NLD,1983,24610.158203125
Netherlands,NLD,1984,24173.619140625
Netherlands,NLD,1985,24331.482421875
Netherlands,NLD,1986,26827.455078125
Netherlands,NLD,1987,26859.7109375
Netherlands,NLD,1988,28323.072265625
Netherlands,NLD,1989,27769.306640625
Netherlands,NLD,1990,28633.955078125
Netherlands,NLD,1991,27305.861328125
Netherlands,NLD,1992,28477.908203125
Netherlands,NLD,1993,27950.412109375
Netherlands,NLD,1994,27591.390625
Netherlands,NLD,1995,28929.34375
Netherlands,NLD,1996,28745.697265625
Netherlands,NLD,1997,29685.984375
Netherlands,NLD,1998,29866.45703125
Netherlands,NLD,1999,30266.982421875
Netherlands,NLD,2000,30527.234375
Netherlands,NLD,2001,31821.390625
Netherlands,NLD,2002,31783.95703125
Netherlands,NLD,2003,31652.98828125
Netherlands,NLD,2004,32935.1875
Netherlands,NLD,2005,34790.58984375
Netherlands,NLD,2006,34493.2734375
Netherlands,NLD,2007,35350.60546875
Netherlands,NLD,2008,33490.640625
Netherlands,NLD,2009,31881.736328125
Netherlands,NLD,2010,32364.189453125
Netherlands,NLD,2011,32647.314453125
Netherlands,NLD,2012,30900.203125
Netherlands,NLD,2013,29270.322265625
Netherlands,NLD,2014,27846.17578125
Netherlands,NLD,2015,27109.61328125
Netherlands,NLD,2016,27904.958984375
Netherlands,NLD,2017,26783.669921875
Netherlands,NLD,2018,27392.609375
Netherlands,NLD,2019,26836.09375
Netherlands,NLD,2020,24475.7109375
Netherlands,NLD,2021,24475.052734375
New Zealand,NZL,1965,12425.0244140625
New Zealand,NZL,1966,13547.9296875
New Zealand,NZL,1967,14042.3076171875
New Zealand,NZL,1968,14248.63671875
New Zealand,NZL,1969,14599.8125
New Zealand,NZL,1970,16892.568359375
New Zealand,NZL,1971,17129.7890625
New Zealand,NZL,1972,18071.265625
New Zealand,NZL,1973,18720.322265625
New Zealand,NZL,1974,17600.603515625
New Zealand,NZL,1975,16814.537109375
New Zealand,NZL,1976,17116.03125
New Zealand,NZL,1977,16931.38671875
New Zealand,NZL,1978,16143.2158203125
New Zealand,NZL,1979,16261.005859375
New Zealand,NZL,1980,15632.9716796875
New Zealand,NZL,1981,14764.8583984375
New Zealand,NZL,1982,14596.396484375
New Zealand,NZL,1983,13870.91015625
New Zealand,NZL,1984,13919.4404296875
New Zealand,NZL,1985,13090.9912109375
New Zealand,NZL,1986,11735.8818359375
New Zealand,NZL,1987,13416.9814453125
New Zealand,NZL,1988,13311.544921875
New Zealand,NZL,1989,13382.083984375
New Zealand,NZL,1990,14917.5009765625
New Zealand,NZL,1991,14931.20703125
New Zealand,NZL,1992,15157.4599609375
New Zealand,NZL,1993,14759.1171875
New Zealand,NZL,1994,16912.203125
New Zealand,NZL,1995,17933.861328125
New Zealand,NZL,1996,18110.62109375
New Zealand,NZL,1997,18991.85546875
New Zealand,NZL,1998,19060.83984375
New Zealand,NZL,1999,18986.3125
New Zealand,NZL,2000,19301.47265625
New Zealand,NZL,2001,19146.357421875
New Zealand,NZL,2002,19592.42578125
New Zealand,NZL,2003,20376.490234375
New Zealand,NZL,2004,20180.23046875
New Zealand,NZL,2005,20643.544921875
New Zealand,NZL,2006,20591.833984375
New Zealand,NZL,2007,20456.505859375
New Zealand,NZL,2008,20511.53515625
New Zealand,NZL,2009,19372.2421875
New Zealand,NZL,2010,19186.373046875
New Zealand,NZL,2011,19550.720703125
New Zealand,NZL,2012,19050.849609375
New Zealand,NZL,2013,19108.82421875
New Zealand,NZL,2014,19224.09765625
New Zealand,NZL,2015,19789.12890625
New Zealand,NZL,2016,20091.814453125
New Zealand,NZL,2017,20998.076171875
New Zealand,NZL,2018,20773.30078125
New Zealand,NZL,2019,21095.50390625
New Zealand,NZL,2020,17184.58984375
New Zealand,NZL,2021,16626.048828125
North America,,1965,24716.74609375
North America,,1966,25525.591796875
North America,,1967,26189.134765625
North America,,1968,27508.509765625
North America,,1969,28435.158203125
North America,,1970,29388.806640625
North America,,1971,29984.97265625
North America,,1972,31861.77734375
North America,,1973,33362.24609375
North America,,1974,31936.158203125
North America,,1975,30867.234375
North America,,1976,32561.322265625
North America,,1977,33723.0703125
North America,,1978,34154.1953125
North America,,1979,33255.04296875
North America,,1980,30860.0390625
North America,,1981,28791.37109375
North America,,1982,26887.8359375
North America,,1983,26195.56640625
North America,,1984,26681.330078125
North America,,1985,26274.966796875
North America,,1986,27017.01953125
North America,,1987,27294.09375
North America,,1988,27971.306640625
North America,,1989,27866.765625
North America,,1990,26901.572265625
North America,,1991,26068.794921875
North America,,1992,26229.462890625
North America,,1993,26103.3515625
North America,,1994,26553.4765625
North America,,1995,26125.947265625
North America,,1996,26674.41015625
North America,,1997,26768.212890625
North America,,1998,26954.974609375
North America,,1999,27211.974609375
North America,,2000,27295.55078125
North America,,2001,26983.89453125
North America,,2002,26705.279296875
North America,,2003,26876.732421875
North America,,2004,27564.453125
North America,,2005,27283.443359375
North America,,2006,26719.923828125
North America,,2007,26408.654296875
North America,,2008,24624.611328125
North America,,2009,23177.7265625
North America,,2010,23314.470703125
North America,,2011,22758.236328125
North America,,2012,22177.203125
North America,,2013,22151.955078125
North America,,2014,21959.77734375
North America,,2015,22124.2578125
North America,,2016,22090.478515625
North America,,2017,21968.171875
North America,,2018,22264.2734375
North America,,2019,21902.689453125
North America,,2020,18874.6796875
North America,,2021,20164.572265625
North Macedonia,MKD,1990,6382.53271484375
North Macedonia,MKD,1991,5722.30810546875
North Macedonia,MKD,1992,6178.50048828125
North Macedonia,MKD,1993,6661.57958984375
North Macedonia,MKD,1994,5180.35595703125
North Macedonia,MKD,1995,4868.40869140625
North Macedonia,MKD,1996,7378.5859375
North Macedonia,MKD,1997,6154.0146484375
North Macedonia,MKD,1998,5504.2373046875
North Macedonia,MKD,1999,5471.0419921875
North Macedonia,MKD,2000,5537.84912109375
North Macedonia,MKD,2001,4518.9560546875
North Macedonia,MKD,2002,5087.634765625
North Macedonia,MKD,2003,4911.9873046875
North Macedonia,MKD,2004,4995.6708984375
North Macedonia,MKD,2005,5135.98779296875
North Macedonia,MKD,2006,5394.20458984375
North Macedonia,MKD,2007,5845.6220703125
North Macedonia,MKD,2008,5267.00830078125
North Macedonia,MKD,2009,5506.44140625
North Macedonia,MKD,2010,5298.74365234375
North Macedonia,MKD,2011,5485.57373046875
North Macedonia,MKD,2012,5297.17138671875
North Macedonia,MKD,2013,5165.55859375
North Macedonia,MKD,2014,5120.94384765625
North Macedonia,MKD,2015,5486.1044921875
North Macedonia,MKD,2016,6152.990234375
North Macedonia,MKD,2017,5852.57373046875
North Macedonia,MKD,2018,5613.41796875
North Macedonia,MKD,2019,6112.048828125
North Macedonia,MKD,2020,5627.4736328125
North Macedonia,MKD,2021,6539.30517578125
Norway,NOR,1965,16194.7138671875
Norway,NOR,1966,18134.814453125
Norway,NOR,1967,18624.265625
Norway,NOR,1968,20548.662109375
Norway,NOR,1969,22409.169921875
Norway,NOR,1970,25031.568359375
Norway,NOR,1971,24582.34765625
Norway,NOR,1972,25561.576171875
Norway,NOR,1973,25794.423828125
Norway,NOR,1974,23322.654296875
Norway,NOR,1975,24010.01171875
Norway,NOR,1976,26428.69921875
Norway,NOR,1977,25927.466796875
Norway,NOR,1978,28738.84765625
Norway,NOR,1979,28484.515625
Norway,NOR,1980,27430.880859375
Norway,NOR,1981,25416.970703125
Norway,NOR,1982,24348.44140625
Norway,NOR,1983,23835.65625
Norway,NOR,1984,24691.560546875
Norway,NOR,1985,25815.544921875
Norway,NOR,1986,27576.18359375
Norway,NOR,1987,27369.390625
Norway,NOR,1988,25581.1328125
Norway,NOR,1989,25753.3828125
Norway,NOR,1990,24659.935546875
Norway,NOR,1991,22699.826171875
Norway,NOR,1992,23258.962890625
Norway,NOR,1993,24436.89453125
Norway,NOR,1994,24791.3046875
Norway,NOR,1995,24368.669921875
Norway,NOR,1996,25939.8984375
Norway,NOR,1997,26132.49609375
Norway,NOR,1998,26022.609375
Norway,NOR,1999,25646.09765625
Norway,NOR,2000,23629.85546875
Norway,NOR,2001,26672.021484375
Norway,NOR,2002,25691.109375
Norway,NOR,2003,26380.009765625
Norway,NOR,2004,25660.693359375
Norway,NOR,2005,25389.82421875
Norway,NOR,2006,25741.673828125
Norway,NOR,2007,25334.611328125
Norway,NOR,2008,24706.375
Norway,NOR,2009,24658.134765625
Norway,NOR,2010,24889.0546875
Norway,NOR,2011,24146.619140625
Norway,NOR,2012,23306.94921875
Norway,NOR,2013,23802.76171875
Norway,NOR,2014,22343.29296875
Norway,NOR,2015,22086.90625
Norway,NOR,2016,21143.087890625
Norway,NOR,2017,20856.212890625
Norway,NOR,2018,21279.248046875
Norway,NOR,2019,20372.57421875
Norway,NOR,2020,19341.0390625
Norway,NOR,2021,19212.51953125
Oceania,,1965,13093.564453125
Oceania,,1966,13760.1962890625
Oceania,,1967,14628.1845703125
Oceania,,1968,15436.578125
Oceania,,1969,15533.5625
Oceania,,1970,16956.203125
Oceania,,1971,17458.29296875
Oceania,,1972,17588.421875
Oceania,,1973,18425.380859375
Oceania,,1974,18948.939453125
Oceania,,1975,18421.5703125
Oceania,,1976,18579.201171875
Oceania,,1977,19074.638671875
Oceania,,1978,19097.80859375
Oceania,,1979,19086.423828125
Oceania,,1980,17962.9921875
Oceania,,1981,17365.421875
Oceania,,1982,16853.837890625
Oceania,,1983,14989.9677734375
Oceania,,1984,15205.240234375
Oceania,,1985,14933.1875
Oceania,,1986,14341.947265625
Oceania,,1987,14656.3447265625
Oceania,,1988,14992.9765625
Oceania,,1989,15315.22265625
Oceania,,1990,15589.642578125
Oceania,,1991,14934.9931640625
Oceania,,1992,15050.701171875
Oceania,,1993,15215.8984375
Oceania,,1994,15764.900390625
Oceania,,1995,16797.876953125
Oceania,,1996,16993.251953125
Oceania,,1997,17128.806640625
Oceania,,1998,16927.17578125
Oceania,,1999,17045.279296875
Oceania,,2000,16880.330078125
Oceania,,2001,16706.94140625
Oceania,,2002,16729.97265625
Oceania,,2003,16585.876953125
Oceania,,2004,16693.1015625
Oceania,,2005,16742.8515625
Oceania,,2006,16919.130859375
Oceania,,2007,16987.044921875
Oceania,,2008,16885.486328125
Oceania,,2009,16228.8818359375
Oceania,,2010,16357.5302734375
Oceania,,2011,16892.71484375
Oceania,,2012,16967.630859375
Oceania,,2013,17169.34765625
Oceania,,2014,16885.3828125
Oceania,,2015,16606.06640625
Oceania,,2016,16454.205078125
Oceania,,2017,17029.33984375
Oceania,,2018,17046.61328125
Oceania,,2019,16736.962890625
Oceania,,2020,14176.8134765625
Oceania,,2021,14279.5673828125
Oman,OMN,1965,155.80738830566406
Oman,OMN,1966,189.812744140625
Oman,OMN,1967,819.5264282226562
Oman,OMN,1968,959.2642822265625
Oman,OMN,1969,1325.072021484375
Oman,OMN,1970,1292.969482421875
Oman,OMN,1971,20657.09375
Oman,OMN,1972,22768.62109375
Oman,OMN,1973,19053.53125
Oman,OMN,1974,16779.9140625
Oman,OMN,1975,14630.5458984375
Oman,OMN,1976,16018.8193359375
Oman,OMN,1977,14637.052734375
Oman,OMN,1978,13184.5380859375
Oman,OMN,1979,12898.86328125
Oman,OMN,1980,9180.3427734375
Oman,OMN,1981,8530.8740234375
Oman,OMN,1982,12053.326171875
Oman,OMN,1983,8817.55078125
Oman,OMN,1984,13617.1884765625
Oman,OMN,1985,11352.875
Oman,OMN,1986,7750.94384765625
Oman,OMN,1987,8487.287109375
Oman,OMN,1988,7487.84130859375
Oman,OMN,1989,9402.7158203125
Oman,OMN,1990,13457.5830078125
Oman,OMN,1991,21149.56640625
Oman,OMN,1992,17832.021484375
Oman,OMN,1993,16314.8779296875
Oman,OMN,1994,13769.82421875
Oman,OMN,1995,14769.2919921875
Oman,OMN,1996,14017.2880859375
Oman,OMN,1997,12265.07421875
Oman,OMN,1998,12313.2060546875
Oman,OMN,1999,15721.017578125
Oman,OMN,2000,16686.673828125
Oman,OMN,2001,18391.5859375
Oman,OMN,2002,21140.583984375
Oman,OMN,2003,19836.87109375
Oman,OMN,2004,18906.693359375
Oman,OMN,2005,20523.5
Oman,OMN,2006,20797.31640625
Oman,OMN,2007,19482.361328125
Oman,OMN,2008,25502.84375
Oman,OMN,2009,23283.771484375
Oman,OMN,2010,25164.435546875
Oman,OMN,2011,24852.384765625
Oman,OMN,2012,25058.32421875
Oman,OMN,2013,26842.8203125
Oman,OMN,2014,25805.515625
Oman,OMN,2015,24493.322265625
Oman,OMN,2016,23890.765625
Oman,OMN,2017,27175.3359375
Oman,OMN,2018,26908.296875
Oman,OMN,2019,25445.3125
Oman,OMN,2020,20978.259765625
Oman,OMN,2021,22324.80078125
Pakistan,PAK,1965,882.216552734375
Pakistan,PAK,1966,882.4478759765625
Pakistan,PAK,1967,960.7147827148438
Pakistan,PAK,1968,1065.47119140625
Pakistan,PAK,1969,972.884521484375
Pakistan,PAK,1970,936.9308471679688
Pakistan,PAK,1971,857.5716552734375
Pakistan,PAK,1972,688.8047485351562
Pakistan,PAK,1973,686.7622680664062
Pakistan,PAK,1974,719.3245849609375
Pakistan,PAK,1975,725.5761108398438
Pakistan,PAK,1976,704.5250854492188
Pakistan,PAK,1977,719.4793701171875
Pakistan,PAK,1978,735.8956909179688
Pakistan,PAK,1979,761.5506591796875
Pakistan,PAK,1980,770.0076293945312
Pakistan,PAK,1981,790.60888671875
Pakistan,PAK,1982,841.267578125
Pakistan,PAK,1983,896.381591796875
Pakistan,PAK,1984,940.1094360351562
Pakistan,PAK,1985,970.96826171875
Pakistan,PAK,1986,1013.2179565429688
Pakistan,PAK,1987,1075.4442138671875
Pakistan,PAK,1988,1122.885498046875
Pakistan,PAK,1989,1167.4842529296875
Pakistan,PAK,1990,1185.3673095703125
Pakistan,PAK,1991,1212.5513916015625
Pakistan,PAK,1992,1288.8184814453125
Pakistan,PAK,1993,1366.865966796875
Pakistan,PAK,1994,1425.3809814453125
Pakistan,PAK,1995,1502.5096435546875
Pakistan,PAK,1996,1535.8514404296875
Pakistan,PAK,1997,1538.1873779296875
Pakistan,PAK,1998,1545.7930908203125
Pakistan,PAK,1999,1558.2640380859375
Pakistan,PAK,2000,1567.2095947265625
Pakistan,PAK,2001,1498.3167724609375
Pakistan,PAK,2002,1425.5863037109375
Pakistan,PAK,2003,1236.1021728515625
Pakistan,PAK,2004,1221.4417724609375
Pakistan,PAK,2005,1134.685791015625
Pakistan,PAK,2006,1273.8341064453125
Pakistan,PAK,2007,1354.61669921875
Pakistan,PAK,2008,1344.0780029296875
Pakistan,PAK,2009,1402.47998046875
Pakistan,PAK,2010,1359.2340087890625
Pakistan,PAK,2011,1339.2142333984375
Pakistan,PAK,2012,1270.4598388671875
Pakistan,PAK,2013,1363.6446533203125
Pakistan,PAK,2014,1381.0518798828125
Pakistan,PAK,2015,1474.02587890625
Pakistan,PAK,2016,1614.9210205078125
Pakistan,PAK,2017,1632.9154052734375
Pakistan,PAK,2018,1333.72412109375
Pakistan,PAK,2019,1157.48291015625
Pakistan,PAK,2020,1109.9892578125
Pakistan,PAK,2021,1257.60595703125
Peru,PER,1965,3812.69921875
Peru,PER,1966,4645.78125
Peru,PER,1967,4553.55517578125
Peru,PER,1968,4446.32958984375
Peru,PER,1969,4262.49365234375
Peru,PER,1970,4354.005859375
Peru,PER,1971,4192.5048828125
Peru,PER,1972,3491.23779296875
Peru,PER,1973,4023.25634765625
Peru,PER,1974,4644.79833984375
Peru,PER,1975,4578.17822265625
Peru,PER,1976,4497.2294921875
Peru,PER,1977,4366.57421875
Peru,PER,1978,4201.388671875
Peru,PER,1979,4271.0205078125
Peru,PER,1980,4487.91455078125
Peru,PER,1981,4469.5546875
Peru,PER,1982,4253.9150390625
Peru,PER,1983,3663.9287109375
Peru,PER,1984,3695.5732421875
Peru,PER,1985,3537.314697265625
Peru,PER,1986,3683.775390625
Peru,PER,1987,3882.204833984375
Peru,PER,1988,3739.17529296875
Peru,PER,1989,3235.894287109375
Peru,PER,1990,3160.864990234375
Peru,PER,1991,2871.68701171875
Peru,PER,1992,2947.28271484375
Peru,PER,1993,3013.330322265625
Peru,PER,1994,3215.9814453125
Peru,PER,1995,3578.897216796875
Peru,PER,1996,3640.721923828125
Peru,PER,1997,3687.784912109375
Peru,PER,1998,3499.9443359375
Peru,PER,1999,3534.903076171875
Peru,PER,2000,3392.529296875
Peru,PER,2001,3158.949462890625
Peru,PER,2002,3094.248779296875
Peru,PER,2003,2894.222412109375
Peru,PER,2004,3183.465087890625
Peru,PER,2005,3127.53271484375
Peru,PER,2006,2941.0458984375
Peru,PER,2007,3072.22998046875
Peru,PER,2008,3390.269287109375
Peru,PER,2009,3451.798828125
Peru,PER,2010,3634.60400390625
Peru,PER,2011,3982.908935546875
Peru,PER,2012,3927.67724609375
Peru,PER,2013,4070.21240234375
Peru,PER,2014,3982.117919921875
Peru,PER,2015,4195.193359375
Peru,PER,2016,4402.33251953125
Peru,PER,2017,4492.6025390625
Peru,PER,2018,4534.9169921875
Peru,PER,2019,4636.134765625
Peru,PER,2020,3418.836181640625
Peru,PER,2021,4295.220703125
Philippines,PHL,1965,1607.4697265625
Philippines,PHL,1966,1701.188232421875
Philippines,PHL,1967,1862.4727783203125
Philippines,PHL,1968,2065.843017578125
Philippines,PHL,1969,2150.91455078125
Philippines,PHL,1970,2376.20751953125
Philippines,PHL,1971,2679.438232421875
Philippines,PHL,1972,2555.21044921875
Philippines,PHL,1973,2914.123779296875
Philippines,PHL,1974,2648.427978515625
Philippines,PHL,1975,2777.90771484375
Philippines,PHL,1976,2776.1611328125
Philippines,PHL,1977,2950.1435546875
Philippines,PHL,1978,2960.363037109375
Philippines,PHL,1979,2972.462646484375
Philippines,PHL,1980,2712.214111328125
Philippines,PHL,1981,2480.6328125
Philippines,PHL,1982,2322.685791015625
Philippines,PHL,1983,2363.8818359375
Philippines,PHL,1984,1883.001953125
Philippines,PHL,1985,1629.468505859375
Philippines,PHL,1986,1667.71142578125
Philippines,PHL,1987,1885.2803955078125
Philippines,PHL,1988,1979.4678955078125
Philippines,PHL,1989,2164.701171875
Philippines,PHL,1990,2206.080078125
Philippines,PHL,1991,2084.832763671875
Philippines,PHL,1992,2503.849609375
Philippines,PHL,1993,2523.17529296875
Philippines,PHL,1994,2603.3681640625
Philippines,PHL,1995,2863.498291015625
Philippines,PHL,1996,2925.351806640625
Philippines,PHL,1997,3076.715087890625
Philippines,PHL,1998,3039.710693359375
Philippines,PHL,1999,2818.935546875
Philippines,PHL,2000,2546.537353515625
Philippines,PHL,2001,2479.0166015625
Philippines,PHL,2002,2301.27587890625
Philippines,PHL,2003,2243.300537109375
Philippines,PHL,2004,2263.222412109375
Philippines,PHL,2005,2063.744140625
Philippines,PHL,2006,1823.36962890625
Philippines,PHL,2007,1862.490234375
Philippines,PHL,2008,1752.9725341796875
Philippines,PHL,2009,1792.3077392578125
Philippines,PHL,2010,1843.385498046875
Philippines,PHL,2011,1713.2662353515625
Philippines,PHL,2012,1742.8626708984375
Philippines,PHL,2013,1796.422607421875
Philippines,PHL,2014,1875.4710693359375
Philippines,PHL,2015,2103.751220703125
Philippines,PHL,2016,2225.6552734375
Philippines,PHL,2017,2349.005859375
Philippines,PHL,2018,2328.72509765625
Philippines,PHL,2019,2345.07421875
Philippines,PHL,2020,1897.03076171875
Philippines,PHL,2021,2051.3291015625
Poland,POL,1965,2054.301513671875
Poland,POL,1966,2117.7724609375
Poland,POL,1967,2279.514404296875
Poland,POL,1968,2830.152099609375
Poland,POL,1969,3089.482177734375
Poland,POL,1970,3242.830322265625
Poland,POL,1971,3412.0849609375
Poland,POL,1972,3799.965087890625
Poland,POL,1973,4182.041015625
Poland,POL,1974,4368.2197265625
Poland,POL,1975,4715.0234375
Poland,POL,1976,5159.68359375
Poland,POL,1977,5472.65234375
Poland,POL,1978,5799.603515625
Poland,POL,1979,5859.1806640625
Poland,POL,1980,5732.994140625
Poland,POL,1981,5324.5390625
Poland,POL,1982,4979.828125
Poland,POL,1983,5100.3603515625
Poland,POL,1984,5191.39794921875
Poland,POL,1985,5239.87548828125
Poland,POL,1986,5379.689453125
Poland,POL,1987,5422.40673828125
Poland,POL,1988,5531.9794921875
Poland,POL,1989,5474.22265625
Poland,POL,1990,4998.7919921875
Poland,POL,1991,4705.50634765625
Poland,POL,1992,4287.4677734375
Poland,POL,1993,4410.7265625
Poland,POL,1994,4640.7041015625
Poland,POL,1995,4692.14208984375
Poland,POL,1996,5474.28662109375
Poland,POL,1997,5700.28759765625
Poland,POL,1998,6479.60888671875
Poland,POL,1999,6786.92919921875
Poland,POL,2000,6240.974609375
Poland,POL,2001,6101.2763671875
Poland,POL,2002,6225.17431640625
Poland,POL,2003,6330.70361328125
Poland,POL,2004,6772.42578125
Poland,POL,2005,7009.56689453125
Poland,POL,2006,7601.4052734375
Poland,POL,2007,7868.9814453125
Poland,POL,2008,8073.51123046875
Poland,POL,2009,7985.66845703125
Poland,POL,2010,8428.1591796875
Poland,POL,2011,8404.2119140625
Poland,POL,2012,8101.2060546875
Poland,POL,2013,7546.9609375
Poland,POL,2014,7589.34228515625
Poland,POL,2015,7947.99560546875
Poland,POL,2016,8744.970703125
Poland,POL,2017,9500.15234375
Poland,POL,2018,9752.7705078125
Poland,POL,2019,9949.8251953125
Poland,POL,2020,9432.88671875
Poland,POL,2021,10127.4482421875
Portugal,PRT,1965,3444.883544921875
Portugal,PRT,1966,3550.009765625
Portugal,PRT,1967,3945.222412109375
Portugal,PRT,1968,4263.048828125
Portugal,PRT,1969,4493.8720703125
Portugal,PRT,1970,6206.56884765625
Portugal,PRT,1971,7002.9658203125
Portugal,PRT,1972,7540.0693359375
Portugal,PRT,1973,8178.5810546875
Portugal,PRT,1974,8590.1474609375
Portugal,PRT,1975,8866.7431640625
Portugal,PRT,1976,9157.8388671875
Portugal,PRT,1977,8936.95703125
Portugal,PRT,1978,9144.2685546875
Portugal,PRT,1979,9671.0439453125
Portugal,PRT,1980,10256.7041015625
Portugal,PRT,1981,10794.470703125
Portugal,PRT,1982,11246.35546875
Portugal,PRT,1983,11313.6484375
Portugal,PRT,1984,11269.2578125
Portugal,PRT,1985,10909.611328125
Portugal,PRT,1986,11631.7998046875
Portugal,PRT,1987,11315.2021484375
Portugal,PRT,1988,11866.1884765625
Portugal,PRT,1989,14953.248046875
Portugal,PRT,1990,13748.9931640625
Portugal,PRT,1991,14311.3798828125
Portugal,PRT,1992,15717.3916015625
Portugal,PRT,1993,14779.001953125
Portugal,PRT,1994,14675.935546875
Portugal,PRT,1995,16484.1796875
Portugal,PRT,1996,15619.3466796875
Portugal,PRT,1997,16669.443359375
Portugal,PRT,1998,18203.43359375
Portugal,PRT,1999,18768.087890625
Portugal,PRT,2000,18326.658203125
Portugal,PRT,2001,18220.029296875
Portugal,PRT,2002,18735.630859375
Portugal,PRT,2003,17493.478515625
Portugal,PRT,2004,17684.044921875
Portugal,PRT,2005,18193.2734375
Portugal,PRT,2006,16056.6396484375
Portugal,PRT,2007,16246.7705078125
Portugal,PRT,2008,15670.1640625
Portugal,PRT,2009,14503.79296875
Portugal,PRT,2010,14200.0947265625
Portugal,PRT,2011,13371.978515625
Portugal,PRT,2012,12225.9619140625
Portugal,PRT,2013,12686.5029296875
Portugal,PRT,2014,12966.5791015625
Portugal,PRT,2015,12912.65234375
Portugal,PRT,2016,13216.1611328125
Portugal,PRT,2017,13217.8642578125
Portugal,PRT,2018,13188.05859375
Portugal,PRT,2019,13670.9375
Portugal,PRT,2020,11169.8115234375
Portugal,PRT,2021,11524.9716796875
Qatar,QAT,1965,7778.4228515625
Qatar,QAT,1966,7163.4033203125
Qatar,QAT,1967,10032.9931640625
Qatar,QAT,1968,12012.791015625
Qatar,QAT,1969,12890.958984375
Qatar,QAT,1970,10262.298828125
Qatar,QAT,1971,9040.03125
Qatar,QAT,1972,9845.4912109375
Qatar,QAT,1973,11731.6357421875
Qatar,QAT,1974,14827.6279296875
Qatar,QAT,1975,16518.96875
Qatar,QAT,1976,21513.505859375
Qatar,QAT,1977,27042.482421875
Qatar,QAT,1978,25115.322265625
Qatar,QAT,1979,25438.978515625
Qatar,QAT,1980,19230.931640625
Qatar,QAT,1981,25470.033203125
Qatar,QAT,1982,25299.53515625
Qatar,QAT,1983,24804.826171875
Qatar,QAT,1984,26473.72265625
Qatar,QAT,1985,25881.306640625
Qatar,QAT,1986,30273.548828125
Qatar,QAT,1987,27927.24609375
Qatar,QAT,1988,29054.08203125
Qatar,QAT,1989,29404.103515625
Qatar,QAT,1990,28623.5078125
Qatar,QAT,1991,24299.21484375
Qatar,QAT,1992,27592.619140625
Qatar,QAT,1993,29049.896484375
Qatar,QAT,1994,33136.44921875
Qatar,QAT,1995,31680.59765625
Qatar,QAT,1996,34176.34375
Qatar,QAT,1997,40370.5078125
Qatar,QAT,1998,41583.6015625
Qatar,QAT,1999,38064.93359375
Qatar,QAT,2000,35827.703125
Qatar,QAT,2001,39434.08203125
Qatar,QAT,2002,42895.015625
Qatar,QAT,2003,47234.82421875
Qatar,QAT,2004,52760.41015625
Qatar,QAT,2005,50769.13671875
Qatar,QAT,2006,55425.28515625
Qatar,QAT,2007,51505.76953125
Qatar,QAT,2008,52972.4375
Qatar,QAT,2009,44896.859375
Qatar,QAT,2010,43000.359375
Qatar,QAT,2011,49576.38671875
Qatar,QAT,2012,48540.171875
Qatar,QAT,2013,54625.12890625
Qatar,QAT,2014,54577.171875
Qatar,QAT,2015,61503.96875
Qatar,QAT,2016,62145.08984375
Qatar,QAT,2017,54342.88671875
Qatar,QAT,2018,54793.59765625
Qatar,QAT,2019,58486.47265625
Qatar,QAT,2020,43430.81640625
Qatar,QAT,2021,46004.00390625
Romania,ROU,1965,4363.17138671875
Romania,ROU,1966,4500.86083984375
Romania,ROU,1967,5041.560546875
Romania,ROU,1968,5251.9638671875
Romania,ROU,1969,5783.04638671875
Romania,ROU,1970,6193.349609375
Romania,ROU,1971,6220.775390625
Romania,ROU,1972,6568.34912109375
Romania,ROU,1973,7311.97412109375
Romania,ROU,1974,6664.283203125
Romania,ROU,1975,7501.5517578125
Romania,ROU,1976,8287.875
Romania,ROU,1977,8869.212890625
Romania,ROU,1978,9776.5654296875
Romania,ROU,1979,10317.392578125
Romania,ROU,1980,9700.8671875
Romania,ROU,1981,8649.779296875
Romania,ROU,1982,8486.5341796875
Romania,ROU,1983,7556.9609375
Romania,ROU,1984,7209.517578125
Romania,ROU,1985,7679.68115234375
Romania,ROU,1986,8194.109375
Romania,ROU,1987,8987.57421875
